"Y","Enhanced_GVI_quantification","Transaction_including_the_first_floor_versus_not","Housing_age","Transaction_year","Condominium_versus_not","Apartment_versus_not","Studio_versus_not","Detached_House_versus_not","Storefront_versus_not","Commercial_building_versus_not","mrt_d","school_d","park_d"
27810,15.331373,0,29,107,0,0,0,0,0,0,493.7183276,247.2292782,101.8646888
41860,4.147068,1,50,107,0,0,0,1,0,0,439.9992891,492.7306254,233.0294894
24707,18.026719,0,17,107,0,0,1,0,0,0,1682.139719,456.8921985,393.2115648
44892,15.705154,0,34,107,1,0,0,0,0,0,448.493691,154.8262442,198.7327075
38852,10.151826,0,25,107,0,0,0,0,0,0,623.0460637,460.256888,178.3280271
32301,4.254333,0,37,107,0,1,0,0,0,0,479.1413367,299.3004528,192.4989554
49076,4.86117,0,25,107,0,0,1,0,0,0,476.4244359,574.4056176,58.96971168
45323,7.88946,1,24,107,0,0,0,0,0,0,461.4605383,588.4150972,74.01609988
36950,13.356981,0,1,107,0,0,0,0,0,0,1456.356,465.3807378,65.07568295
47156,11.770893,0,12,107,0,0,0,0,0,0,2805.244235,761.4960889,164.8054553
41275,3.89269,0,19,107,0,0,0,0,0,0,1532.831452,572.5084741,164.976261
36681,2.123458,0,39,107,0,1,0,0,0,0,1016.103017,414.8751,184.9144482
38032,17.286444,0,29,107,0,0,0,0,0,0,287.1882101,153.9065093,475.0344832
40052,7.687826,0,37,107,0,0,1,0,0,0,424.6663776,540.0510287,80.72873317
33674,3.333967,0,39,107,0,1,0,0,0,0,1437.003834,206.7663185,157.1555228
25990,2.155664,0,31,107,0,1,0,0,0,0,1080.678262,454.7365207,158.5852609
30242,4.761443,0,39,107,0,1,0,0,0,0,567.8927774,403.0964805,39.95335678
48918,17.642943,0,27,107,0,0,0,0,0,0,350.7024411,330.3302508,56.90406707
31193,18.649717,0,25,107,0,0,0,0,0,0,897.1561506,448.5189014,193.0277955
12667,4.734554,0,35,107,0,1,0,0,0,0,1657.843763,796.0938843,215.7501553
34432,5.533383,1,80,107,0,0,0,1,0,0,304.6919489,339.1363743,58.34572364
37572,12.600833,0,23,107,0,0,0,0,0,0,608.2229943,757.0452879,207.9414327
42404,17.709387,0,13,107,0,0,0,0,0,0,1219.949632,267.2146215,231.9017988
49328,4.438039,0,22,107,0,0,0,0,0,0,197.4971624,89.8935246,476.5255799
33647,8.602846,0,25,107,1,0,0,0,0,0,244.6117626,191.8258675,291.888097
35494,6.510254,0,25,107,0,0,1,0,0,0,1359.521255,367.9680776,101.2747057
28146,18.649717,0,23,107,0,0,0,0,0,0,995.2139235,470.9785251,104.6085099
36041,19.79939,0,25,107,1,0,0,0,0,0,474.8115039,137.8262915,174.0006043
39718,3.937543,0,24,107,0,0,0,0,0,0,587.7504749,249.0464188,335.5927142
43189,19.034628,0,23,107,0,0,0,0,0,0,724.0893622,98.83648573,82.30187928
28402,6.686138,0,25,107,1,0,0,0,0,0,878.6345274,291.1409793,222.8470715
38881,11.547849,0,11,107,0,0,0,0,0,0,1653.427177,276.5009083,115.6461281
13784,7.85556,0,23,107,0,0,0,0,0,0,885.2052055,274.4119507,94.69233164
39498,18.649717,0,10,107,0,0,0,0,0,0,739.4471498,327.0840789,112.0140699
39515,4.604058,0,20,107,0,0,0,0,0,0,1108.561719,490.8695456,130.6894687
41644,8.905,0,36,107,0,1,0,0,0,0,1099.943411,217.5463536,355.5902411
