"Y","Enhanced_GVI_quantification","Transaction_including_the_first_floor_versus_not","Housing_age","Transaction_year","Condominium_versus_not","Apartment_versus_not","Studio_versus_not","Detached_House_versus_not","Storefront_versus_not","Commercial_building_versus_not","mrt_d","school_d","park_d"
89261,10.151826,0,1,107,0,0,0,0,0,0,769.1330885,393.1518937,49.91054696
88830,5.84596,1,47,107,0,0,0,1,0,0,408.6787622,139.4230396,151.3792951
87566,7.621975,0,0,107,0,0,0,0,0,0,106.3063577,186.6792644,336.7845986
89485,8.666768,0,1,107,0,0,0,0,0,0,179.5352071,321.1682107,266.1133675
121687,10.507682,1,14,107,0,0,0,0,0,0,584.9331823,511.0143225,242.2313966
92841,9.793111,0,2,107,0,0,0,0,0,0,1832.291412,558.721761,271.9317896
96728,4.183636,1,29,107,0,0,0,1,0,0,771.9212394,425.4837548,161.8979509
93969,4.059258,1,44,107,0,0,0,1,0,0,341.915213,295.2322197,283.2659114
158339,4.006903,1,44,107,0,0,0,1,0,0,62.32767053,316.294023,223.0481132
95272,8.898788,0,1,107,0,0,0,0,0,0,45.52666519,216.5241567,151.9072205
112577,13.2085,0,1,107,0,0,0,0,0,0,194.6484653,278.2996869,250.4008087
102203,24.761451,0,10,107,0,0,0,0,0,0,436.2222108,126.9014858,125.3665826
99040,16.137092,0,0,107,0,0,0,0,0,0,678.2863415,233.7140793,195.9957816
102842,13.2085,0,1,107,0,0,0,0,0,0,194.6484653,278.2996869,250.4008087
86124,5.469123,1,40,107,0,0,0,1,0,0,538.0064933,254.6811931,230.9123264
144788,15.495491,1,44,107,0,0,0,1,0,0,226.6043921,258.7343263,230.1776676
88986,5.137591,1,49,107,0,0,0,1,0,0,347.6611597,127.1979381,175.4029982
111961,17.953875,1,40,107,0,0,0,1,0,0,451.0571016,255.0363962,263.6179708
90744,6.981167,1,18,107,0,0,0,0,0,0,867.4810858,375.6874206,166.1072991
94575,19.009537,1,14,107,0,0,0,1,0,0,1140.182969,164.4120266,143.5090898
144130,7.64152,1,46,107,0,0,0,1,0,0,17.98867501,118.1636328,217.4226485
89934,10.370221,0,0,107,0,0,0,0,0,0,239.7839818,158.0447376,187.3154611
90059,8.898788,0,1,107,0,0,0,0,0,0,45.52666519,216.5241567,151.9072205
85885,1.90387,1,0,107,0,0,0,1,0,0,467.0858639,301.4113569,281.4945574
98523,4.185212,1,8,107,0,0,0,1,0,0,881.8648446,385.4283853,260.896784
88921,24.761451,0,10,107,0,0,0,0,0,0,338.7929563,212.6297917,151.6845578
110095,10.22379,1,44,107,0,0,0,1,0,0,491.5562673,143.5728041,253.0075984
97247,8.666768,0,1,107,0,0,0,0,0,0,210.8380833,334.2461112,237.4258808
92418,8.898788,0,1,107,0,0,0,0,0,0,45.52666519,216.5241567,151.9072205
105479,5.503729,1,50,107,0,0,0,1,0,0,174.6035879,575.0166205,203.3341111
97144,3.468764,1,52,107,0,0,0,1,0,0,1033.544268,629.7248732,527.8717148
85487,8.666768,0,2,107,0,0,0,0,0,0,150.7612933,325.6179463,115.7898663
86231,8.905,0,1,107,0,0,0,0,0,0,883.1127325,281.0776445,479.1406118
119740,13.308514,1,51,107,0,0,0,1,0,0,393.8046243,373.7842651,356.3598125
135635,9.246007,1,41,107,0,0,0,1,0,0,95.20170576,532.1380901,205.3243024
85417,8.437247,1,40,107,0,0,0,1,0,0,778.6863327,247.6632602,33.12880376
85727,15.102056,1,49,107,0,0,0,1,0,0,494.1172342,279.9990084,280.6974283
107604,5.442131,1,47,107,0,0,0,1,0,0,492.3542414,165.8542681,143.4161801
158916,14.312557,1,45,107,0,0,0,1,0,0,204.111918,418.3705098,194.4115667
116812,12.753812,1,40,107,0,0,0,1,0,0,932.8144694,463.7383167,41.85187399
271879,3.474904,1,27,107,0,0,0,1,0,0,303.6958677,184.6962675,432.682879
114410,8.992733,1,4,107,0,0,0,1,0,0,483.5263684,192.2650339,194.6539218
203202,15.577351,1,40,107,0,0,0,0,1,0,1126.293443,370.8323703,303.0521985
98214,3.601581,1,1,107,0,0,0,1,0,0,148.2308575,333.0226931,255.4846813
90926,18.443952,0,6,107,0,0,0,0,0,0,958.4664437,458.5422841,204.135022
178343,3.568515,1,47,107,0,0,0,1,0,0,282.1195258,332.9487892,473.7781124
85764,2.359494,1,39,107,0,1,0,0,0,0,276.990559,263.5621621,273.2407723
93131,8.666768,0,1,107,0,0,0,0,0,0,210.8380833,334.2461112,237.4258808
92761,10.82673,1,44,107,0,0,0,1,0,0,348.8985411,608.8796398,135.2269272
140202,6.101492,1,7,107,0,0,0,0,1,0,292.4352933,190.7239694,110.4652859
93421,5.178424,0,1,107,0,0,0,0,0,0,258.2719546,254.5135051,280.3281958
86299,10.529167,1,8,107,0,0,0,1,0,0,1257.624285,505.4029993,159.2430937
88556,10.370221,0,0,107,0,0,0,0,0,0,239.7839818,158.0447376,187.3154611
114936,14.140935,1,21,107,0,0,0,0,1,0,907.1717586,213.2587748,105.6086882
157319,11.138429,1,3,107,0,0,0,0,0,0,426.8505418,334.7140213,274.5236818
97935,15.643114,1,22,107,0,0,0,0,1,0,644.4516704,219.0309626,198.2347591
92954,8.589311,1,18,107,0,0,0,1,0,0,537.0806389,452.0875151,221.3686703
98711,6.419522,1,43,107,0,0,0,1,0,0,1298.819885,881.1469535,111.2075979
142670,4.403087,1,12,107,0,0,0,1,0,0,600.5768357,477.6225574,283.0924249
135582,1.487193,1,47,107,0,0,0,1,0,0,180.1956679,373.991926,194.4137045
